	ID_31;;pilot3_lane7	ID_15;;pilot3_lane4	ID_14;;pilot3_lane4	ID_3;;pilot3_lane1	ID_38;;pilot3_lane8	ID_25;;pilot3_lane6	ID_26;;pilot3_lane6	ID_27;;pilot3_lane6	ID_32;;pilot3_lane7	ID_5;;pilot3_lane1	ID_19;;pilot3_lane5	ID_33;;pilot3_lane7	ID_35;;pilot3_lane7	ID_28;;pilot3_lane6	ID_9;;pilot3_lane2	ID_37;;pilot3_lane8	ID_8;;pilot3_lane2	ID_7;;pilot3_lane2	ID_10;;pilot3_lane3	ID_34;;pilot3_lane7	ID_30;;pilot3_lane7	ID_4;;pilot3_lane1	ID_36;;pilot3_lane8	ID_17;;pilot3_lane4	ID_11;;pilot3_lane3	ID_23;;pilot3_lane5	ID_12;;pilot3_lane3	ID_22;;pilot3_lane5	ID_39;;pilot3_lane8	ID_21;;pilot3_lane5	ID_13;;pilot3_lane4	ID_2;;pilot3_lane1	ID_16;;pilot3_lane4	ID_29;;pilot3_lane6	ID_20;;pilot3_lane5	ID_1;;pilot3_lane1	ID_6;;pilot3_lane1	ID_18;;pilot3_lane4
MRPL32	-0.165664413868553	-0.301336520859576	-1.18291684419089	0.851058526838569	-1.7568266072519	-1.50790459144056	-0.0991078598228991	-1.05927691708243	-0.674489750196082	2.22151958833784	0.442821657596511	-0.371149323202284	1.18291684419089	0.165664413868553	0.516846727652609	-0.59382139299352	1.50790459144056	-0.51684672765261	-0.442821657596511	0.0329879329374029	-0.950013755669322	-1.32790187175583	0.950013755669322	0.674489750196082	0.0991078598228991	-0.232963854271373	-0.851058526838569	1.7568266072519	1.32790187175583	0.301336520859576	0.232963854271372	-0.759809571009918	0.759809571009918	-2.22151958833784	0.371149323202284	0.59382139299352	-0.0329879329374028	1.05927691708243
COPS4	1.7568266072519	-1.32790187175583	1.32790187175583	-0.371149323202284	0.165664413868553	1.05927691708243	0.516846727652609	0.0991078598228991	0.759809571009918	0.442821657596511	-1.32790187175583	0.301336520859576	1.50790459144056	-1.32790187175583	0.851058526838569	0.59382139299352	-0.674489750196082	-0.851058526838569	-0.232963854271373	-0.0329879329374028	-0.0991078598228991	0.950013755669322	0.232963854271372	-1.32790187175583	-1.32790187175583	-0.442821657596511	-0.165664413868553	1.18291684419089	-0.51684672765261	0.371149323202284	-0.759809571009918	-0.59382139299352	-1.32790187175583	-1.32790187175583	0.0329879329374029	-0.301336520859576	0.674489750196082	2.22151958833784
PAPOLG	-0.759809571009918	1.05927691708243	-0.759809571009918	-0.759809571009918	-0.759809571009918	0.516846727652609	0.759809571009918	-0.759809571009918	2.22151958833784	-0.759809571009918	-0.759809571009918	-0.759809571009918	1.7568266072519	-0.759809571009918	0.371149323202284	0.0991078598228991	0.232963854271372	-0.0991078598228991	0.59382139299352	-0.759809571009918	-0.0329879329374028	0.950013755669322	-0.759809571009918	-0.759809571009918	-0.759809571009918	0.301336520859576	-0.759809571009918	1.50790459144056	0.442821657596511	0.165664413868553	1.32790187175583	0.0329879329374029	-0.759809571009918	-0.759809571009918	1.18291684419089	0.674489750196082	-0.759809571009918	0.851058526838569
ARMC8	-1.32790187175583	-0.301336520859576	0.232963854271372	-0.759809571009918	0.371149323202284	-1.32790187175583	0.674489750196082	-1.32790187175583	-0.371149323202284	-0.0991078598228991	0.851058526838569	2.22151958833784	-1.32790187175583	-1.32790187175583	-0.165664413868553	0.442821657596511	0.165664413868553	-0.851058526838569	0.516846727652609	1.18291684419089	-0.674489750196082	0.950013755669322	-0.232963854271373	0.59382139299352	-1.32790187175583	1.32790187175583	0.759809571009918	1.7568266072519	-0.442821657596511	1.05927691708243	-0.0329879329374028	0.0329879329374029	0.301336520859576	1.50790459144056	-0.59382139299352	-0.51684672765261	0.0991078598228991	-1.32790187175583
CYBB	0.950013755669322	1.05927691708243	-1.11895838106256	0.165664413868553	-1.11895838106256	0.851058526838569	-0.371149323202284	0.301336520859576	0.516846727652609	1.32790187175583	0.232963854271372	-1.11895838106256	2.22151958833784	-1.11895838106256	-0.301336520859576	0.0329879329374029	-0.0991078598228991	1.18291684419089	-0.0329879329374028	-0.51684672765261	0.442821657596511	1.7568266072519	0.371149323202284	-1.11895838106256	1.50790459144056	0.59382139299352	0.759809571009918	-0.165664413868553	-1.11895838106256	-0.232963854271373	-0.59382139299352	-1.11895838106256	0.674489750196082	-1.11895838106256	-0.442821657596511	0.0991078598228991	-1.11895838106256	-1.11895838106256
TSC22D3	-0.674489750196082	0.442821657596511	2.22151958833784	0.0991078598228991	-0.851058526838569	-1.50790459144056	0.165664413868553	-2.22151958833784	-0.232963854271373	-0.759809571009918	0.232963854271372	1.05927691708243	0.301336520859576	1.7568266072519	0.0329879329374029	-0.165664413868553	-1.32790187175583	1.50790459144056	0.371149323202284	-1.05927691708243	0.950013755669322	0.759809571009918	0.851058526838569	-0.0329879329374028	1.32790187175583	0.516846727652609	0.59382139299352	0.674489750196082	-0.59382139299352	-0.0991078598228991	-0.442821657596511	-0.301336520859576	-1.7568266072519	-0.371149323202284	-1.18291684419089	-0.950013755669322	1.18291684419089	-0.51684672765261
PCMT1	-1.18291684419089	-1.05927691708243	-1.93793151085283	0.516846727652609	1.7568266072519	-1.50790459144056	0.371149323202284	0.232963854271372	-0.950013755669322	0.950013755669322	0.851058526838569	-0.0329879329374028	0.0991078598228991	-1.93793151085283	0.301336520859576	0.674489750196082	-0.851058526838569	1.05927691708243	-0.442821657596511	-1.32790187175583	-0.0991078598228991	0.0329879329374029	0.442821657596511	0.165664413868553	-0.51684672765261	-0.165664413868553	1.32790187175583	0.59382139299352	-0.59382139299352	1.18291684419089	-0.232963854271373	2.22151958833784	-0.759809571009918	-0.371149323202284	-0.674489750196082	-0.301336520859576	0.759809571009918	1.50790459144056
SYTL3	-0.0329879329374028	-0.716497500177991	2.22151958833784	-0.716497500177991	0.516846727652609	-0.716497500177991	1.05927691708243	-0.716497500177991	1.50790459144056	-0.716497500177991	-0.716497500177991	-0.716497500177991	-0.716497500177991	-0.716497500177991	0.0329879329374029	0.851058526838569	0.232963854271372	0.165664413868553	0.0991078598228991	-0.716497500177991	0.371149323202284	0.759809571009918	0.950013755669322	-0.716497500177991	0.59382139299352	0.674489750196082	0.442821657596511	1.7568266072519	0.301336520859576	-0.716497500177991	-0.716497500177991	-0.716497500177991	-0.716497500177991	-0.716497500177991	-0.716497500177991	1.18291684419089	-0.716497500177991	1.32790187175583
ISCA1	0.301336520859576	-1.05927691708243	-0.759809571009918	0.165664413868553	-0.0329879329374028	-0.851058526838569	1.18291684419089	-0.59382139299352	-0.301336520859576	-0.442821657596511	-0.371149323202284	1.50790459144056	1.7568266072519	-1.61985625863827	0.950013755669322	0.516846727652609	-1.18291684419089	0.759809571009918	0.232963854271372	-1.61985625863827	0.442821657596511	0.851058526838569	-0.950013755669322	-0.0991078598228991	-0.232963854271373	-0.674489750196082	0.0991078598228991	0.674489750196082	0.59382139299352	-0.165664413868553	-0.51684672765261	0.0329879329374029	2.22151958833784	1.05927691708243	1.32790187175583	-1.61985625863827	-1.61985625863827	0.371149323202284
IDH3G	-0.950013755669322	-0.165664413868553	0.0991078598228991	-1.41218757890616	-0.301336520859576	2.22151958833784	0.851058526838569	0.232963854271372	0.442821657596511	-0.0329879329374028	-0.759809571009918	0.674489750196082	1.7568266072519	-1.41218757890616	0.759809571009918	0.516846727652609	-0.371149323202284	0.301336520859576	-0.851058526838569	0.371149323202284	0.0329879329374029	1.50790459144056	0.59382139299352	0.950013755669322	-0.442821657596511	-0.59382139299352	-0.674489750196082	-1.41218757890616	1.05927691708243	0.165664413868553	-0.0991078598228991	-0.51684672765261	1.18291684419089	-1.41218757890616	-0.232963854271373	-1.41218757890616	-1.41218757890616	1.32790187175583
NONO	0.165664413868553	0.371149323202284	2.22151958833784	0.301336520859576	-0.165664413868553	1.7568266072519	-0.759809571009918	1.50790459144056	0.232963854271372	0.950013755669322	-0.371149323202284	-1.18291684419089	-2.22151958833784	-0.950013755669322	-0.442821657596511	-0.674489750196082	-0.0329879329374028	-0.232963854271373	-1.05927691708243	0.0329879329374029	-0.851058526838569	0.442821657596511	1.18291684419089	-0.301336520859576	0.516846727652609	-0.51684672765261	0.759809571009918	0.59382139299352	0.851058526838569	-1.32790187175583	1.05927691708243	-0.59382139299352	-0.0991078598228991	1.32790187175583	0.674489750196082	-1.50790459144056	-1.7568266072519	0.0991078598228991
SYK	1.18291684419089	0.759809571009918	0.442821657596511	-1.18291684419089	0.950013755669322	0.59382139299352	1.05927691708243	-1.18291684419089	1.50790459144056	0.371149323202284	1.32790187175583	0.0991078598228991	-1.18291684419089	-1.18291684419089	-0.301336520859576	-0.0329879329374028	-0.59382139299352	-0.232963854271373	2.22151958833784	-0.0991078598228991	-0.371149323202284	0.0329879329374029	0.301336520859576	0.165664413868553	-0.442821657596511	-0.674489750196082	0.674489750196082	-1.18291684419089	1.7568266072519	-0.165664413868553	-0.51684672765261	-1.18291684419089	-1.18291684419089	-1.18291684419089	-1.18291684419089	0.516846727652609	0.851058526838569	0.232963854271372
PIGX	1.7568266072519	1.18291684419089	-0.301336520859576	-1.41218757890616	0.371149323202284	1.32790187175583	-0.165664413868553	0.0329879329374029	0.442821657596511	-0.851058526838569	-0.0329879329374028	0.674489750196082	-1.41218757890616	0.759809571009918	-0.59382139299352	0.59382139299352	0.232963854271372	-0.759809571009918	0.165664413868553	-0.674489750196082	0.851058526838569	-0.0991078598228991	-0.232963854271373	1.05927691708243	-1.41218757890616	0.301336520859576	-0.950013755669322	-0.371149323202284	-0.51684672765261	0.516846727652609	-1.41218757890616	0.950013755669322	1.50790459144056	-1.41218757890616	0.0991078598228991	2.22151958833784	-1.41218757890616	-0.442821657596511
PIN4	0.232963854271372	-1.61985625863827	-0.0991078598228991	-0.674489750196082	1.50790459144056	-0.51684672765261	-0.442821657596511	0.851058526838569	-0.950013755669322	0.0991078598228991	0.674489750196082	-1.61985625863827	0.759809571009918	0.59382139299352	0.516846727652609	-0.0329879329374028	0.950013755669322	1.32790187175583	-0.59382139299352	1.05927691708243	-1.18291684419089	-1.05927691708243	0.371149323202284	-0.759809571009918	-1.61985625863827	-0.851058526838569	-0.301336520859576	1.18291684419089	0.442821657596511	0.301336520859576	0.165664413868553	-0.165664413868553	-1.61985625863827	2.22151958833784	-0.232963854271373	1.7568266072519	0.0329879329374029	-0.371149323202284
ACTR1B	-0.59382139299352	0.0991078598228991	0.232963854271372	-0.301336520859576	0.516846727652609	-0.232963854271373	-0.442821657596511	-1.32790187175583	0.301336520859576	-1.32790187175583	-1.32790187175583	-1.32790187175583	0.759809571009918	0.59382139299352	1.50790459144056	0.442821657596511	-0.51684672765261	-0.0991078598228991	0.371149323202284	-0.759809571009918	0.851058526838569	0.0329879329374029	-0.371149323202284	-0.0329879329374028	-1.32790187175583	1.05927691708243	-0.851058526838569	-0.165664413868553	0.950013755669322	1.32790187175583	1.7568266072519	-0.674489750196082	-1.32790187175583	2.22151958833784	0.674489750196082	1.18291684419089	-1.32790187175583	0.165664413868553
C8orf59	1.7568266072519	-1.7568266072519	1.50790459144056	1.18291684419089	0.301336520859576	-0.232963854271373	-0.674489750196082	0.59382139299352	1.05927691708243	0.165664413868553	-0.371149323202284	0.674489750196082	-0.0991078598228991	-2.22151958833784	0.0329879329374029	-0.759809571009918	0.442821657596511	-0.301336520859576	-1.50790459144056	0.516846727652609	0.371149323202284	-0.851058526838569	-0.950013755669322	-1.18291684419089	0.0991078598228991	1.32790187175583	0.759809571009918	-1.32790187175583	0.232963854271372	-0.442821657596511	-0.0329879329374028	-1.05927691708243	0.950013755669322	-0.51684672765261	-0.59382139299352	-0.165664413868553	0.851058526838569	2.22151958833784
TRAF1	0.59382139299352	-0.51684672765261	-1.25211952026522	-0.371149323202284	-1.25211952026522	-0.59382139299352	1.18291684419089	-0.232963854271373	-0.674489750196082	-1.25211952026522	0.301336520859576	-1.25211952026522	1.05927691708243	1.7568266072519	0.232963854271372	-0.0991078598228991	0.516846727652609	0.0329879329374029	-0.759809571009918	-0.165664413868553	-1.25211952026522	0.851058526838569	-0.301336520859576	0.759809571009918	0.674489750196082	0.950013755669322	0.371149323202284	1.32790187175583	-0.442821657596511	0.0991078598228991	0.165664413868553	-1.25211952026522	2.22151958833784	-1.25211952026522	-0.0329879329374028	1.50790459144056	0.442821657596511	-1.25211952026522
MUC20-OT1	1.05927691708243	0.59382139299352	1.18291684419089	-0.0991078598228991	-0.674489750196082	-1.32790187175583	0.165664413868553	2.22151958833784	-0.371149323202284	1.7568266072519	0.674489750196082	0.232963854271372	0.301336520859576	-1.7568266072519	-0.950013755669322	0.0991078598228991	-0.51684672765261	0.851058526838569	-0.759809571009918	0.0329879329374029	-0.165664413868553	0.516846727652609	-0.301336520859576	-1.7568266072519	-0.442821657596511	-1.18291684419089	-0.59382139299352	-0.232963854271373	-1.05927691708243	0.371149323202284	1.50790459144056	0.759809571009918	0.442821657596511	-1.7568266072519	-0.0329879329374028	1.32790187175583	-0.851058526838569	0.950013755669322
MAP4K4	-0.950013755669322	-0.0329879329374028	0.950013755669322	1.05927691708243	-0.301336520859576	-0.442821657596511	-0.51684672765261	-1.41218757890616	1.32790187175583	0.301336520859576	0.371149323202284	-1.41218757890616	1.50790459144056	-1.41218757890616	0.674489750196082	0.0991078598228991	0.232963854271372	-0.851058526838569	-0.759809571009918	-1.41218757890616	0.516846727652609	-0.0991078598228991	0.851058526838569	1.7568266072519	0.0329879329374029	-0.674489750196082	0.165664413868553	1.18291684419089	0.759809571009918	0.442821657596511	-0.165664413868553	-1.41218757890616	-1.41218757890616	2.22151958833784	-0.371149323202284	-0.59382139299352	-0.232963854271373	0.59382139299352
ATP2C1	0.165664413868553	1.18291684419089	-0.8045963803603	1.7568266072519	-0.8045963803603	0.674489750196082	-0.8045963803603	-0.8045963803603	1.05927691708243	0.759809571009918	0.301336520859576	-0.8045963803603	-0.8045963803603	-0.8045963803603	-0.0991078598228991	-0.8045963803603	-0.8045963803603	0.0991078598228991	0.59382139299352	-0.8045963803603	0.0329879329374029	0.851058526838569	0.442821657596511	-0.8045963803603	0.950013755669322	1.50790459144056	0.232963854271372	-0.8045963803603	1.32790187175583	-0.165664413868553	0.371149323202284	0.516846727652609	-0.8045963803603	-0.8045963803603	-0.8045963803603	-0.0329879329374028	-0.8045963803603	2.22151958833784
DCUN1D1	-0.51684672765261	0.950013755669322	0.301336520859576	-1.18291684419089	2.22151958833784	-0.59382139299352	0.165664413868553	0.59382139299352	1.32790187175583	1.7568266072519	-0.674489750196082	-1.18291684419089	0.851058526838569	-1.18291684419089	-0.301336520859576	-0.0329879329374028	0.759809571009918	0.232963854271372	1.50790459144056	-0.165664413868553	-0.442821657596511	-1.18291684419089	0.0991078598228991	-1.18291684419089	-1.18291684419089	1.05927691708243	-0.0991078598228991	0.0329879329374029	-0.232963854271373	-0.371149323202284	0.674489750196082	0.516846727652609	-1.18291684419089	-1.18291684419089	0.442821657596511	0.371149323202284	-1.18291684419089	1.18291684419089
RBM27	-0.716497500177991	0.950013755669322	-0.716497500177991	-0.716497500177991	1.32790187175583	-0.716497500177991	0.371149323202284	-0.716497500177991	0.674489750196082	-0.716497500177991	-0.716497500177991	-0.716497500177991	-0.716497500177991	1.50790459144056	0.59382139299352	0.516846727652609	-0.0329879329374028	0.0329879329374029	0.165664413868553	1.05927691708243	-0.716497500177991	0.851058526838569	0.759809571009918	-0.716497500177991	-0.716497500177991	0.442821657596511	1.7568266072519	-0.716497500177991	0.232963854271372	0.301336520859576	0.0991078598228991	-0.716497500177991	-0.716497500177991	2.22151958833784	-0.716497500177991	-0.716497500177991	-0.716497500177991	1.18291684419089
PRPF38B	-0.851058526838569	-1.50790459144056	-1.18291684419089	0.371149323202284	-1.05927691708243	-0.442821657596511	0.232963854271372	-2.22151958833784	0.0991078598228991	1.7568266072519	1.32790187175583	-0.759809571009918	-0.950013755669322	0.516846727652609	-0.0991078598228991	-0.165664413868553	-0.0329879329374028	0.59382139299352	-0.59382139299352	-0.674489750196082	-0.301336520859576	0.950013755669322	0.165664413868553	-0.51684672765261	-1.32790187175583	0.301336520859576	0.851058526838569	-1.7568266072519	0.674489750196082	0.442821657596511	-0.232963854271373	-0.371149323202284	1.05927691708243	1.18291684419089	0.759809571009918	0.0329879329374029	2.22151958833784	1.50790459144056
CDV3	-0.59382139299352	-1.50790459144056	0.0329879329374029	-0.0329879329374028	0.950013755669322	0.851058526838569	-1.18291684419089	0.59382139299352	-0.165664413868553	1.7568266072519	0.165664413868553	-2.22151958833784	-0.51684672765261	2.22151958833784	0.442821657596511	1.32790187175583	0.0991078598228991	0.371149323202284	0.674489750196082	-0.851058526838569	-0.371149323202284	-0.674489750196082	-0.950013755669322	1.50790459144056	-0.0991078598228991	-0.442821657596511	-0.759809571009918	-1.05927691708243	-0.301336520859576	0.759809571009918	-1.7568266072519	0.232963854271372	1.05927691708243	-0.232963854271373	-1.32790187175583	0.516846727652609	0.301336520859576	1.18291684419089
PDLIM7	-1.05927691708243	0.165664413868553	-1.05927691708243	-0.0329879329374028	0.0329879329374029	-0.165664413868553	-1.05927691708243	-1.05927691708243	-0.51684672765261	1.05927691708243	0.232963854271372	1.18291684419089	-1.05927691708243	0.950013755669322	-1.05927691708243	-0.442821657596511	1.32790187175583	0.851058526838569	0.0991078598228991	-0.301336520859576	-0.232963854271373	-1.05927691708243	0.301336520859576	-1.05927691708243	-1.05927691708243	-1.05927691708243	0.759809571009918	0.371149323202284	-0.371149323202284	-0.0991078598228991	0.516846727652609	0.674489750196082	0.59382139299352	2.22151958833784	0.442821657596511	-1.05927691708243	1.50790459144056	1.7568266072519
